QUOTE;AUTHOR;GENRE
Being is the great explainer.;Henry David Thoreau;great
Life in abundance comes only through great love.;Elbert Hubbard;great
I have a great deal of company in the house, especially in the morning when nobody calls.;Henry David Thoreau;great
Love and desire are the spirit's wings to great deeds.;Johann Wolfgang von Goethe;great
I always entertain great hopes.;Robert Frost;great
We know but a few men, a great many coats and breeches.;Henry David Thoreau;great
The great advantage of a hotel is that it is a refuge from home life.;George Bernard Shaw;great
Baseball has the great advantage over cricket of being sooner ended.;George Bernard Shaw;great
Small minds are concerned with the extraordinary, great minds with the ordinary.;Blaise Pascal;great
If you don't know how great this country is, I know someone who does Russia.;Robert Frost;great
A great many people think they are thinking when they are merely rearranging their prejudices.;William James;great
An index is a great leveller.;George Bernard Shaw;great
Cross country skiing is great if you live in a small country.;Steven Wright;great
There is no such thing as a great talent without great will power.;Honore de Balzac;great
He's a man of great common sense and good taste - meaning thereby a man without originality or moral courage.;George Bernard Shaw;great
Little minds are interested in the extraordinary great minds in the commonplace.;Elbert Hubbard;great
It does not take much strength to do things, but it requires great strength to decide on what to do.;Elbert Hubbard;great
Man has two great spiritual needs. One is for forgiveness. The other is for goodness.;Billy Graham;great
I travel not to go anywhere, but to go. I travel for travel's sake. The great affair is to move.;Robert Louis Stevenson;great
Men are only as great as they are kind.;Elbert Hubbard;great
People respond when you tell them there is a great future in front of you, you can leave your past behind.;Joel Osteen;great
Those who want to reap the benefits of this great nation must bear the fatigue of supporting it.;Thomas Paine;great
Where there is great love, there are always wishes.;Willa Cather;great
To vilify a great man is the readiest way in which a little man can himself attain greatness.;Edgar Allan Poe;great
There is a woman at the begining of all great things.;Alphonse de Lamartine;great
Better a little which is well done, than a great deal imperfectly.;Plato;great
No great intellectual thing was ever done by great effort.;Theodore Roosevelt;great
If you cannot do great things, do small things in a great way.;Napoleon Hill;great
Nothing in the affairs of men is worthy of great anxiety.;Plato;great
Poets utter great and wise things which they do not themselves understand.;Plato;great
Pray that your loneliness may spur you into finding something to live for, great enough to die for.;Dag Hammarskjold;great
I have never killed a man, but I have read many obituaries with great pleasure.;Clarence Darrow;great
Only passions, great passions can elevate the soul to great things.;Denis Diderot;great
